paperID,1994,1995,1996,1997,1998,1999,2000,2001,2002
119407062,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407078,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407085,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407087,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407123,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407125,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407143,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407162,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407168,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119407185,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408002,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408004,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408005,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408006,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408007,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408010,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408012,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408013,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408016,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408022,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408023,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408027,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408029,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408034,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408035,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408043,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408044,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408055,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408066,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408076,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408078,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408081,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408099,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408100,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408102,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408120,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408132,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119408155,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409002,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409003,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409006,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409008,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409009,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409010,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409012,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409017,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409033,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409042,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409048,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409049,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409050,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409055,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409082,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409083,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409084,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409095,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409096,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409099,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409109,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409112,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409113,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409114,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409128,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409134,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409151,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119409198,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405288,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405293,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410001,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410005,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410007,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410010,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410012,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410013,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410016,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410018,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410021,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410032,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410038,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410040,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410046,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410062,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410067,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410080,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410082,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410094,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410095,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410097,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410100,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405318,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410118,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410129,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405326,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405327,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405328,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410159,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410206,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410210,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410212,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410223,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410231,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405343,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119410242,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405351,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
9405368,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411005,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411007,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411008,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411010,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411015,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411016,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411017,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411019,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411020,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411021,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411022,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411029,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411030,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411031,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411033,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411037,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411038,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411047,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411049,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411051,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411052,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411059,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411065,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411067,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411073,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411080,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411081,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411091,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411097,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411102,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411107,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411108,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411111,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411112,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411123,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411130,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411133,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411149,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411151,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411164,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411177,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411201,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411228,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411230,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411231,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119411239,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412002,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412006,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412009,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412012,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412013,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412016,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412017,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412018,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412025,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412026,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412029,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412031,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412032,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412036,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412039,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412040,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412042,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412045,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412046,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412052,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412055,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412056,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412057,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412059,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412063,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412068,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412075,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412083,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412087,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412091,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412125,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412133,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412155,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412165,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
119412173,0.000348942,0.000159401,9.79E-05,6.86E-05,5.16E-05,4.07E-05,3.04E-05,2.35E-05,2.26E-05
